date,open,high,low,close,volume
12/04/2000,1.6505,1.717,1.585,1.6378,742500
13/04/2000,1.6378,1.6505,1.6251,1.6505,50400
14/04/2000,1.6251,1.6441,1.6251,1.641,42300
17/04/2000,1.6779,1.7572,1.6779,1.6779,37800
18/04/2000,1.7434,1.7434,1.6378,1.717,99900
19/04/2000,1.6642,1.7434,1.6378,1.6378,46800
20/04/2000,1.6378,1.6378,1.6251,1.6251,37800
24/04/2000,1.6251,1.6251,1.585,1.5987,333900
25/04/2000,1.6378,1.6505,1.6251,1.6251,3864600
26/04/2000,1.6705,1.6705,1.641,1.641,20700
27/04/2000,1.6114,1.6779,1.6114,1.6779,33300
28/04/2000,1.6779,1.6779,1.6262,1.6262,28800
01/05/2000,1.6579,1.6906,1.6314,1.6314,46800
02/05/2000,1.6177,1.6177,1.6177,1.6177,13500
03/05/2000,1.6177,1.6378,1.6177,1.6378,109800
04/05/2000,1.6906,1.7033,1.6505,1.6906,252000
05/05/2000,1.6927,1.6927,1.6906,1.6906,71100
08/05/2000,1.6906,1.6906,1.6251,1.6579,77400
09/05/2000,1.6114,1.6642,1.5913,1.6114,536400
10/05/2000,1.5987,1.6579,1.585,1.6579,50400
11/05/2000,1.585,1.585,1.585,1.585,16200
12/05/2000,1.6906,1.6906,1.6251,1.6251,162000
15/05/2000,1.6251,1.6779,1.6251,1.6251,333900
16/05/2000,1.6843,1.6906,1.6251,1.6378,68400
17/05/2000,1.6642,1.6642,1.5987,1.5987,137700
18/05/2000,1.585,1.6114,1.585,1.5987,346500
19/05/2000,1.6114,1.6114,1.6114,1.6114,28800
22/05/2000,1.5987,1.5987,1.5987,1.5987,123300
23/05/2000,1.605,1.6251,1.5786,1.6251,221400
24/05/2000,1.6114,1.6843,1.6114,1.6177,304200
25/05/2000,1.6642,1.6642,1.5913,1.5913,487800
26/05/2000,1.5987,1.6114,1.5712,1.6114,523800
30/05/2000,1.6251,1.6251,1.5712,1.5712,219600
31/05/2000,1.5786,1.5913,1.5712,1.585,331200
01/06/2000,1.6505,1.6705,1.5987,1.5987,153000
02/06/2000,1.6114,1.6251,1.5987,1.6251,306900
05/06/2000,1.6114,1.6114,1.585,1.585,466200
06/06/2000,1.585,1.585,1.585,1.585,4500
07/06/2000,1.5987,1.5987,1.585,1.5987,18000
08/06/2000,1.5987,1.6177,1.5987,1.6177,61200
09/06/2000,1.5987,1.6177,1.585,1.585,270900
12/06/2000,1.585,1.6251,1.585,1.585,94500
13/06/2000,1.585,1.6378,1.5585,1.585,243000
14/06/2000,1.605,1.6114,1.585,1.585,93600
15/06/2000,1.5585,1.5786,1.5585,1.5712,30600
16/06/2000,1.585,1.605,1.5385,1.5385,514800
19/06/2000,1.5585,1.6251,1.5585,1.585,124200
20/06/2000,1.585,1.6114,1.585,1.585,600300
21/06/2000,1.5585,1.6779,1.5585,1.6779,140400
22/06/2000,1.6378,1.6505,1.5712,1.6505,133200
23/06/2000,1.5712,1.6505,1.5712,1.6505,68400
26/06/2000,1.6505,1.6779,1.6114,1.6441,569700
27/06/2000,1.6378,1.6441,1.6114,1.6441,102600
28/06/2000,1.623,1.6441,1.5987,1.6441,271800
29/06/2000,1.6441,1.6441,1.5786,1.6441,456300
30/06/2000,1.6505,1.6642,1.5786,1.5786,917100
03/07/2000,1.585,1.585,1.5786,1.5786,262800
05/07/2000,1.5712,1.6114,1.5712,1.6114,82800
06/07/2000,1.6114,1.6505,1.5913,1.6505,55800
07/07/2000,1.6642,1.6779,1.6314,1.6779,34200
10/07/2000,1.6251,1.6779,1.6251,1.6505,51300
11/07/2000,1.641,1.6705,1.6378,1.6705,225900
12/07/2000,1.6705,1.6705,1.6378,1.6705,24300
13/07/2000,1.6779,1.6779,1.6642,1.6642,97200
14/07/2000,1.6642,1.6705,1.6642,1.6705,20700
17/07/2000,1.6441,1.6705,1.6314,1.6579,249300
18/07/2000,1.6579,1.6779,1.6505,1.6705,52200
19/07/2000,1.6579,1.6705,1.6505,1.6642,408600
20/07/2000,1.6505,1.6642,1.6378,1.6505,147600
21/07/2000,1.6505,1.6705,1.6378,1.6505,135900
24/07/2000,1.6505,1.6705,1.6378,1.6505,107100
25/07/2000,1.6378,1.6505,1.6378,1.6505,128700
26/07/2000,1.6114,1.6251,1.5712,1.5987,167400
27/07/2000,1.585,1.6114,1.585,1.6114,112500
28/07/2000,1.6251,1.6505,1.5913,1.6262,45900
31/07/2000,1.6378,1.6642,1.6114,1.6378,360900
01/08/2000,1.6378,1.6705,1.6378,1.6705,60300
02/08/2000,1.6705,1.6705,1.6705,1.6705,0
03/08/2000,1.6378,1.6642,1.6378,1.6378,80100
04/08/2000,1.6378,1.6642,1.6378,1.6378,144900
07/08/2000,1.6251,1.6779,1.6251,1.6642,183600
08/08/2000,1.6642,1.6642,1.6114,1.6378,79200
09/08/2000,1.6114,1.6114,1.585,1.585,149400
10/08/2000,1.585,1.585,1.5448,1.5712,601200
11/08/2000,1.5712,1.5987,1.5712,1.5712,45900
14/08/2000,1.585,1.6114,1.5712,1.6114,155700
15/08/2000,1.6114,1.6114,1.5712,1.585,350100
16/08/2000,1.5712,1.585,1.5712,1.5712,351000
17/08/2000,1.585,1.5987,1.5786,1.585,222300
18/08/2000,1.5786,1.585,1.5786,1.585,200700
21/08/2000,1.5786,1.585,1.5712,1.585,54000
22/08/2000,1.5987,1.5987,1.5987,1.5987,300600
23/08/2000,1.6251,1.6251,1.6114,1.6114,290700
24/08/2000,1.5987,1.605,1.5712,1.585,261000
25/08/2000,1.5786,1.6114,1.5786,1.6114,195300
28/08/2000,1.585,1.6779,1.5786,1.6779,116100
29/08/2000,1.6695,1.6705,1.6378,1.6378,41400
30/08/2000,1.6114,1.6114,1.6114,1.6114,252900
31/08/2000,1.605,1.605,1.605,1.605,9900
01/09/2000,1.6114,1.6505,1.6114,1.6441,8100
05/09/2000,1.6114,1.6114,1.5786,1.6114,207900
06/09/2000,1.5786,1.6642,1.5786,1.6378,110700
07/09/2000,1.6441,1.6642,1.605,1.6642,708300
08/09/2000,1.6251,1.6251,1.5987,1.6251,287100
11/09/2000,1.6114,1.6114,1.6114,1.6114,72000
12/09/2000,1.6177,1.6505,1.5987,1.5987,208800
13/09/2000,1.6579,1.6579,1.5987,1.5987,27000
14/09/2000,1.6177,1.6177,1.585,1.585,287100
15/09/2000,1.585,1.6093,1.585,1.5987,165600
18/09/2000,1.6114,1.6114,1.6114,1.6114,2700
19/09/2000,1.6114,1.6505,1.6114,1.6378,501300
20/09/2000,1.6378,1.6378,1.6378,1.6378,0
21/09/2000,1.6441,1.6505,1.6251,1.6441,261900
22/09/2000,1.6251,1.6262,1.6251,1.6262,27900
25/09/2000,1.6378,1.6378,1.6251,1.6251,45900
26/09/2000,1.6378,1.6378,1.6251,1.6251,295200
27/09/2000,1.6505,1.6505,1.6251,1.6251,542700
28/09/2000,1.6642,1.6779,1.6378,1.6378,270000
29/09/2000,1.6378,1.6642,1.6378,1.6642,145800
02/10/2000,1.6642,1.6705,1.6505,1.6642,283500
03/10/2000,1.6473,1.6779,1.6473,1.6779,8100
04/10/2000,1.6505,1.6505,1.6505,1.6505,10800
05/10/2000,1.6642,1.6779,1.6505,1.6779,59400
06/10/2000,1.6779,1.6779,1.6579,1.6579,40500
09/10/2000,1.6505,1.6505,1.6378,1.6505,41400
10/10/2000,1.6378,1.6378,1.6378,1.6378,31500
11/10/2000,1.6441,1.6579,1.6441,1.6579,17100
12/10/2000,1.6441,1.6579,1.6314,1.6579,64800
13/10/2000,1.6579,1.6579,1.6378,1.6579,84600
16/10/2000,1.6642,1.6705,1.6642,1.6705,8100
17/10/2000,1.6441,1.6705,1.6441,1.6705,33300
18/10/2000,1.6705,1.6779,1.6642,1.6642,155700
19/10/2000,1.6642,1.6674,1.6251,1.6251,215100
20/10/2000,1.6705,1.6705,1.605,1.605,97200
23/10/2000,1.6114,1.6505,1.6114,1.6505,18000
24/10/2000,1.6378,1.6378,1.6378,1.6378,37800
25/10/2000,1.6441,1.6505,1.6378,1.6505,49500
26/10/2000,1.6505,1.6505,1.6378,1.6378,23400
27/10/2000,1.6378,1.6505,1.6251,1.6314,261900
30/10/2000,1.6378,1.6505,1.6378,1.6378,115200
31/10/2000,1.6378,1.6378,1.6378,1.6378,3600
01/11/2000,1.6378,1.6378,1.6378,1.6378,0
02/11/2000,1.6705,1.6705,1.6505,1.6705,328500
03/11/2000,1.6642,1.6642,1.6251,1.6251,81900
06/11/2000,1.6642,1.6642,1.6251,1.6251,68400
07/11/2000,1.6441,1.6505,1.6251,1.6441,76500
08/11/2000,1.6441,1.6505,1.6251,1.6505,21600
09/11/2000,1.6251,1.6399,1.6251,1.6378,86400
10/11/2000,1.6378,1.6441,1.6251,1.6251,155700
13/11/2000,1.6642,1.6705,1.6251,1.6642,267300
14/11/2000,1.6642,1.6705,1.6114,1.6177,218700
15/11/2000,1.6642,1.6705,1.605,1.605,1642500
16/11/2000,1.6177,1.6251,1.6114,1.6114,427500
17/11/2000,1.6283,1.6283,1.6114,1.6114,228600
20/11/2000,1.6177,1.6177,1.5987,1.6114,196200
21/11/2000,1.6314,1.6314,1.5057,1.512,562500
22/11/2000,1.5258,1.5913,1.5194,1.5913,112500
24/11/2000,1.6114,1.6114,1.6114,1.6114,12600
27/11/2000,1.6346,1.6346,1.6251,1.6251,27900
28/11/2000,1.5987,1.5987,1.5723,1.5913,214200
29/11/2000,1.5913,1.5913,1.5459,1.5585,33300
30/11/2000,1.5459,1.585,1.5459,1.585,87300
01/12/2000,1.5913,1.5913,1.5321,1.5321,520200
04/12/2000,1.5321,1.5459,1.5321,1.5459,85500
05/12/2000,1.5459,1.5585,1.5459,1.5585,42300
06/12/2000,1.5385,1.5754,1.5385,1.5585,101700
07/12/2000,1.5585,1.5585,1.5585,1.5585,18000
08/12/2000,1.5585,1.5585,1.5459,1.5522,85500
11/12/2000,1.5585,1.5723,1.5522,1.5585,243000
12/12/2000,1.5522,1.585,1.5522,1.5723,378000
13/12/2000,1.5649,1.585,1.5649,1.5786,291600
14/12/2000,1.5723,1.5786,1.5585,1.5786,632700
15/12/2000,1.5649,1.5786,1.5649,1.5786,271800
18/12/2000,1.5723,1.585,1.5723,1.5723,438300
19/12/2000,1.5723,1.585,1.4666,1.5723,1301400
20/12/2000,1.5585,1.5723,1.5459,1.5585,311400
21/12/2000,1.5585,1.5649,1.5522,1.5522,205200
22/12/2000,1.5649,1.5723,1.5385,1.5585,134100
26/12/2000,1.5712,1.5712,1.5585,1.5585,177300
27/12/2000,1.5585,1.585,1.5459,1.5522,414900
28/12/2000,1.5459,1.5723,1.512,1.5194,462600
29/12/2000,1.585,1.6378,1.5459,1.585,296100
02/01/2001,1.5723,1.5723,1.5321,1.5321,90000
03/01/2001,1.5321,1.5385,1.5321,1.5321,74700
04/01/2001,1.5321,1.5585,1.5321,1.5321,144000
05/01/2001,1.5385,1.5459,1.5321,1.5321,54900
08/01/2001,1.5385,1.5649,1.5321,1.5649,194400
09/01/2001,1.5649,1.5723,1.5649,1.5723,55800
10/01/2001,1.5522,1.5522,1.5522,1.5522,58500
11/01/2001,1.5723,1.5723,1.5522,1.5723,116100
12/01/2001,1.585,1.6705,1.5522,1.6705,72000
16/01/2001,1.6251,1.6251,1.5913,1.5913,17100
17/01/2001,1.6705,1.6705,1.6114,1.6515,86400
18/01/2001,1.6505,1.6505,1.6505,1.6505,0
19/01/2001,1.605,1.6441,1.5723,1.5723,396900
22/01/2001,1.5649,1.5723,1.5649,1.5649,150300
23/01/2001,1.5459,1.6378,1.5459,1.585,58500
24/01/2001,1.585,1.6378,1.585,1.6314,2700
25/01/2001,1.6314,1.6314,1.6314,1.6314,0
26/01/2001,1.5786,1.585,1.5459,1.5723,1597500
29/01/2001,1.585,1.5987,1.5194,1.5385,459900
30/01/2001,1.585,1.585,1.585,1.585,5400
31/01/2001,1.585,1.6314,1.585,1.6314,90900
01/02/2001,1.605,1.6314,1.605,1.6177,108000
02/02/2001,1.6177,1.6515,1.6145,1.6515,856800
05/02/2001,1.6441,1.6441,1.6378,1.6378,143100
06/02/2001,1.6441,1.6515,1.6378,1.6515,407700
07/02/2001,1.6378,1.6441,1.6378,1.6378,241200
08/02/2001,1.6515,1.6515,1.6378,1.6441,180000
09/02/2001,1.6378,1.6378,1.6378,1.6378,186300
12/02/2001,1.6378,1.6441,1.6378,1.6441,417600
13/02/2001,1.6441,1.6515,1.6441,1.6441,121500
14/02/2001,1.6441,1.661,1.6378,1.6441,575100
15/02/2001,1.6473,1.6579,1.6473,1.6579,29700
16/02/2001,1.6642,1.7498,1.6642,1.7498,40500
20/02/2001,1.7413,1.9083,1.7308,1.9083,141300
21/02/2001,1.8164,1.8164,1.6991,1.7234,198000
22/02/2001,1.6843,1.697,1.6843,1.697,99000
23/02/2001,1.697,1.697,1.6705,1.697,302400
26/02/2001,1.697,1.697,1.6779,1.697,546300
27/02/2001,1.6906,1.697,1.6906,1.6906,47700
28/02/2001,1.697,1.697,1.585,1.6906,525600
01/03/2001,1.6515,1.6906,1.6251,1.6906,63000
02/03/2001,1.6378,1.6906,1.6378,1.6579,118800
05/03/2001,1.6906,1.6906,1.6779,1.6906,14400
06/03/2001,1.6642,1.6906,1.6642,1.6695,114300
07/03/2001,1.6885,1.7308,1.6843,1.697,400500
08/03/2001,1.697,1.697,1.6906,1.6906,162900
09/03/2001,1.6906,1.697,1.6843,1.6906,70200
12/03/2001,1.6779,1.697,1.6314,1.6779,172800
13/03/2001,1.6843,1.6843,1.6251,1.6779,37800
14/03/2001,1.6779,1.697,1.6779,1.6779,488700
15/03/2001,1.6779,1.6906,1.6779,1.6906,67500
16/03/2001,1.6177,1.6906,1.6177,1.6515,2636100
19/03/2001,1.6779,1.6906,1.6642,1.6642,688500
20/03/2001,1.6705,1.6705,1.6642,1.6642,900000
21/03/2001,1.6779,1.6906,1.6642,1.6906,1452600
22/03/2001,1.6906,1.6906,1.6906,1.6906,54900
23/03/2001,1.6906,1.6906,1.6515,1.6515,129600
26/03/2001,1.6177,1.6441,1.585,1.5987,1098900
27/03/2001,1.5723,1.6779,1.5723,1.6251,717300
28/03/2001,1.6314,1.7044,1.6251,1.7044,108000
29/03/2001,1.7044,1.717,1.6843,1.697,180000
30/03/2001,1.6779,1.6779,1.5723,1.6779,189000
02/04/2001,1.7044,1.7044,1.5987,1.5987,61200
03/04/2001,1.5987,1.6843,1.5987,1.6114,69300
04/04/2001,1.6114,1.6378,1.5913,1.6378,53100
05/04/2001,1.6378,1.6515,1.5723,1.585,77400
06/04/2001,1.5723,1.6642,1.5649,1.6579,25200
09/04/2001,1.6642,1.6642,1.6547,1.6547,209700
10/04/2001,1.6167,1.6642,1.6167,1.6642,35100
11/04/2001,1.6029,1.6642,1.6029,1.6642,54000
12/04/2001,1.6483,1.6483,1.605,1.6483,171900
16/04/2001,1.604,1.6843,1.604,1.604,11700
17/04/2001,1.6568,1.6568,1.604,1.6568,322200
18/04/2001,1.6061,1.6906,1.6061,1.6906,149400
19/04/2001,1.68,1.68,1.6272,1.6272,128700
20/04/2001,1.6325,1.6483,1.6219,1.6388,1157400
23/04/2001,1.6452,1.6483,1.6378,1.6431,1903500
24/04/2001,1.6431,1.6642,1.6431,1.6642,27900
25/04/2001,1.6642,1.6748,1.6642,1.6642,315900
26/04/2001,1.6832,1.6832,1.6716,1.6832,87300
27/04/2001,1.6832,1.6843,1.6748,1.6748,241200
30/04/2001,1.6748,1.6843,1.6568,1.6748,180900
01/05/2001,1.6748,1.6906,1.6674,1.6885,88200
02/05/2001,1.6885,1.6885,1.6452,1.6515,83700
03/05/2001,1.6515,1.6695,1.6462,1.6695,112500
04/05/2001,1.6695,1.6695,1.642,1.6642,77400
07/05/2001,1.6695,1.6832,1.6642,1.68,73800
08/05/2001,1.68,1.6853,1.604,1.6167,272700
09/05/2001,1.6357,1.6357,1.6029,1.605,479700
10/05/2001,1.6071,1.6811,1.6071,1.68,233100
11/05/2001,1.6695,1.6811,1.6663,1.68,288000
14/05/2001,1.6748,1.6864,1.6589,1.6748,459000
15/05/2001,1.6779,1.6959,1.6737,1.6748,122400
16/05/2001,1.6748,1.717,1.6748,1.717,431100
17/05/2001,1.7117,1.717,1.7117,1.717,137700
18/05/2001,1.717,1.7318,1.717,1.7318,318600
21/05/2001,1.7181,1.7287,1.717,1.717,165600
22/05/2001,1.7287,1.7339,1.7223,1.7223,145800
23/05/2001,1.7308,1.8026,1.7223,1.7635,139500
24/05/2001,1.7699,1.7699,1.7339,1.7339,61200
25/05/2001,1.7646,1.7646,1.7223,1.7223,199800
29/05/2001,1.7498,1.7646,1.7498,1.7646,16200
30/05/2001,1.7677,1.7699,1.7635,1.7635,17100
31/05/2001,1.7276,1.7699,1.7276,1.7699,299700
01/06/2001,1.7699,1.7804,1.7593,1.7699,736200
04/06/2001,1.7699,1.7804,1.7699,1.772,16200
05/06/2001,1.7847,1.7857,1.7741,1.7857,156600
06/06/2001,1.7783,1.7857,1.7762,1.7773,79200
07/06/2001,1.7847,1.7847,1.7773,1.7804,90900
08/06/2001,1.7878,1.7878,1.7794,1.7804,327600
11/06/2001,1.7677,1.7677,1.6188,1.6642,382500
12/06/2001,1.6589,1.7847,1.641,1.6906,207900
13/06/2001,1.6906,1.7667,1.68,1.7329,171900
14/06/2001,1.717,1.7551,1.717,1.7223,56700
15/06/2001,1.717,1.7635,1.6431,1.6959,165600
18/06/2001,1.6906,1.7646,1.6748,1.6959,78300
19/06/2001,1.7149,1.7149,1.6483,1.6748,81000
20/06/2001,1.6748,1.6874,1.6378,1.6483,97200
21/06/2001,1.6483,1.661,1.6325,1.661,182700
22/06/2001,1.642,1.6906,1.6378,1.6906,177300
25/06/2001,1.7012,1.7699,1.7012,1.7699,135900
26/06/2001,1.7329,1.7699,1.7297,1.7593,190800
27/06/2001,1.7646,1.7699,1.7646,1.7699,77400
28/06/2001,1.7699,1.7699,1.6378,1.7012,214200
29/06/2001,1.6748,1.7096,1.6325,1.6642,264600
02/07/2001,1.6325,1.7804,1.6325,1.7804,146700
03/07/2001,1.7804,1.7804,1.7699,1.7804,112500
05/07/2001,1.7804,1.7804,1.7434,1.7804,119700
06/07/2001,1.7804,1.7804,1.7434,1.7804,74700
09/07/2001,1.7804,1.7804,1.7699,1.7794,55800
10/07/2001,1.7434,1.7804,1.7434,1.7804,22500
11/07/2001,1.7794,1.7794,1.7434,1.7751,28800
12/07/2001,1.7804,1.791,1.7783,1.791,34200
13/07/2001,1.7815,1.7815,1.7804,1.7804,54900
16/07/2001,1.8068,1.8259,1.7815,1.8259,65700
17/07/2001,1.8259,1.8259,1.8079,1.8079,51300
18/07/2001,1.7963,1.8238,1.7804,1.7963,34200
19/07/2001,1.7963,1.8808,1.7456,1.8808,96300
20/07/2001,1.8016,1.8924,1.8016,1.8924,9900
23/07/2001,1.8861,1.9062,1.8016,1.8639,80100
24/07/2001,1.9062,1.9062,1.8238,1.8829,30600
25/07/2001,1.9062,1.9062,1.8238,1.8702,41400
26/07/2001,1.8998,1.8998,1.8026,1.8026,27000
27/07/2001,1.7847,1.7847,1.7847,1.7847,27900
30/07/2001,1.7847,1.7847,1.7804,1.7804,21600
31/07/2001,1.8787,1.8787,1.7804,1.7815,9000
01/08/2001,1.7804,1.7804,1.7804,1.7804,0
02/08/2001,1.7804,1.7804,1.7804,1.7804,0
03/08/2001,1.7804,1.7804,1.7804,1.7804,37800
06/08/2001,1.8702,1.8702,1.8111,1.8111,27900
07/08/2001,1.8808,1.8808,1.8808,1.8808,8100
08/08/2001,1.8808,1.8808,1.8808,1.8808,0
09/08/2001,1.8491,1.8819,1.7804,1.7804,236700
10/08/2001,1.7804,1.7868,1.7804,1.7804,108000
13/08/2001,1.8428,1.8428,1.8428,1.8428,2700
14/08/2001,1.8597,1.8597,1.8016,1.8016,56700
15/08/2001,1.8068,1.8068,1.8068,1.8068,10800
16/08/2001,1.7984,1.8026,1.7984,1.8026,9900
17/08/2001,1.81,1.81,1.81,1.81,19800
20/08/2001,1.8142,1.8597,1.8142,1.8597,17100
21/08/2001,1.8597,1.8597,1.8322,1.8322,30600
22/08/2001,1.8597,1.8702,1.8322,1.8586,75600
23/08/2001,1.8385,1.8385,1.8385,1.8385,1800
24/08/2001,1.8385,1.8481,1.8227,1.8481,23400
27/08/2001,1.8628,1.8628,1.8121,1.8301,37800
28/08/2001,1.8755,1.8755,1.7963,1.8016,107100
29/08/2001,1.8016,1.8016,1.8016,1.8016,4500
30/08/2001,1.8808,1.8808,1.81,1.828,48600
31/08/2001,1.8755,1.8755,1.8702,1.8702,12600
04/09/2001,1.9019,1.9019,1.847,1.8702,55800
05/09/2001,1.8755,1.9273,1.8745,1.9273,155700
06/09/2001,1.9273,1.9273,1.847,1.9167,35100
07/09/2001,1.9146,1.9273,1.9146,1.9273,7200
10/09/2001,1.9273,2.0287,1.9273,2.0287,28800
17/09/2001,1.7794,2.0076,1.6737,1.9125,119700
18/09/2001,1.9019,1.9019,1.7963,1.8755,23400
19/09/2001,1.9019,1.9019,1.8597,1.8597,37800
20/09/2001,1.8671,1.8671,1.7751,1.8174,157500
21/09/2001,1.7646,1.7646,1.6906,1.6938,192600
24/09/2001,1.7191,1.7963,1.7065,1.717,387900
25/09/2001,1.7963,1.8227,1.7963,1.8068,17100
26/09/2001,1.7963,1.8174,1.7857,1.7857,97200
27/09/2001,1.7963,1.7963,1.7751,1.7751,45900
28/09/2001,1.7751,1.8438,1.7699,1.7699,238500
01/10/2001,1.7804,1.7804,1.7434,1.7434,109800
02/10/2001,1.7487,1.7487,1.7487,1.7487,284400
03/10/2001,1.7487,1.7487,1.7487,1.7487,0
04/10/2001,1.754,1.754,1.7434,1.7434,18000
05/10/2001,1.8227,1.8227,1.791,1.7963,22500
08/10/2001,1.7963,1.7963,1.7963,1.7963,0
09/10/2001,1.7963,1.7963,1.7434,1.7487,43200
10/10/2001,1.7646,1.7646,1.7646,1.7646,8100
11/10/2001,1.7699,1.7751,1.7646,1.7699,2504700
12/10/2001,1.7646,1.7646,1.7329,1.7329,18900
15/10/2001,1.7434,1.7699,1.7329,1.7699,53100
16/10/2001,1.7899,1.809,1.7699,1.8016,953100
17/10/2001,1.7699,1.7709,1.7699,1.7709,34200
18/10/2001,1.7699,1.7699,1.7699,1.7699,42300
19/10/2001,1.7699,1.7963,1.7434,1.7963,192600
22/10/2001,1.7857,1.7963,1.7857,1.7963,111600
23/10/2001,1.8174,1.8554,1.7857,1.8428,178200
24/10/2001,2.2485,2.5655,2.1397,2.5623,376200
25/10/2001,2.5338,2.7198,2.4091,2.5359,1359000
26/10/2001,2.5888,2.5993,2.4155,2.462,475200
29/10/2001,2.5349,2.5486,2.4831,2.4831,315000
30/10/2001,2.5254,2.5254,2.4567,2.462,69300
31/10/2001,2.4577,2.5254,2.4577,2.4831,207900
01/11/2001,2.5148,2.5148,2.4725,2.5137,528300
02/11/2001,2.5148,2.5148,2.5095,2.5148,78300
05/11/2001,2.5127,2.5127,2.4937,2.5127,101700
06/11/2001,2.5148,2.5148,2.425,2.5137,163800
07/11/2001,2.5127,2.5127,2.4567,2.4567,46800
08/11/2001,2.4567,2.4873,2.4355,2.4768,81900
09/11/2001,2.4408,2.4567,2.4303,2.4303,261900
12/11/2001,2.4303,2.5127,2.4303,2.4831,72900
13/11/2001,2.5095,2.5127,2.4567,2.4567,99000
14/11/2001,2.4387,2.4778,2.4239,2.4303,358200
15/11/2001,2.4725,2.4725,2.4197,2.4355,609300
16/11/2001,2.4778,2.5158,2.4778,2.5148,128700
19/11/2001,2.705,2.705,2.5063,2.5063,131400
20/11/2001,2.5148,2.5148,2.4609,2.4609,79200
21/11/2001,2.5148,2.5148,2.4535,2.4937,38700
23/11/2001,2.4873,2.4873,2.4461,2.4461,48600
26/11/2001,2.4514,2.4937,2.4514,2.4937,17100
27/11/2001,2.5116,2.5116,2.4884,2.4884,6300
28/11/2001,2.5148,2.5148,2.4514,2.5148,43200
29/11/2001,2.4778,2.5148,2.4778,2.5095,263700
30/11/2001,2.5148,2.5148,2.4989,2.4989,598500
03/12/2001,2.5201,2.5201,2.4884,2.4989,46800
04/12/2001,2.5148,2.5148,2.5042,2.5042,16200
05/12/2001,2.4937,2.4937,2.4937,2.4937,21600
06/12/2001,2.5623,2.5623,2.5095,2.5623,288000
07/12/2001,2.5148,2.5148,2.4757,2.4778,516600
10/12/2001,2.4937,2.5095,2.4725,2.5032,100800
11/12/2001,2.5032,2.5095,2.5032,2.5042,226800
12/12/2001,2.5042,2.5148,2.4937,2.5095,582300
13/12/2001,2.5042,2.5148,2.5011,2.5063,125100
14/12/2001,2.5032,2.5539,2.4989,2.5539,160200
17/12/2001,2.5539,2.5539,2.5359,2.5412,1016100
18/12/2001,2.5095,2.5148,2.5042,2.5148,66600
19/12/2001,2.5148,2.5148,2.5095,2.5095,286200
20/12/2001,2.5042,2.5623,2.5042,2.5623,377100
21/12/2001,2.5359,2.575,2.5359,2.575,43200
24/12/2001,2.5824,2.668,2.5623,2.5623,39600
26/12/2001,2.5359,2.631,2.5359,2.6257,81900
27/12/2001,2.631,2.8297,2.6109,2.705,137700
28/12/2001,2.8371,2.9945,2.705,2.705,82800
31/12/2001,2.7768,2.8054,2.7092,2.7208,75600
02/01/2002,2.6828,2.8011,2.6733,2.8011,213300
03/01/2002,2.8614,2.8614,2.7261,2.8614,225900
04/01/2002,2.8836,2.9057,2.8381,2.8381,63000
07/01/2002,2.8793,2.9057,2.8371,2.8508,43200
08/01/2002,2.8392,2.9057,2.8233,2.9057,270900
09/01/2002,2.8772,2.9522,2.8751,2.9522,42300
10/01/2002,2.9522,2.9522,2.8677,2.8793,23400
11/01/2002,2.8793,2.9047,2.8529,2.8899,111600
14/01/2002,2.8529,2.9322,2.8371,2.9322,420300
15/01/2002,2.8677,2.8825,2.7948,2.8001,48600
16/01/2002,2.8698,2.8698,2.7504,2.7536,19800
17/01/2002,2.7726,2.8698,2.7155,2.7166,38700
18/01/2002,2.7166,2.7346,2.6733,2.6733,36900
22/01/2002,2.7314,2.7472,2.6733,2.7367,63000
23/01/2002,2.7472,2.7472,2.7314,2.7472,153900
24/01/2002,2.7325,2.7737,2.7325,2.7472,52200
25/01/2002,2.7325,2.7631,2.7325,2.7472,279900
28/01/2002,2.7832,2.7832,2.6944,2.6944,39600
29/01/2002,2.6944,2.6944,2.6944,2.6944,26100
30/01/2002,2.7578,2.7969,2.6944,2.6944,13500
31/01/2002,2.6944,2.7737,2.6944,2.6965,32400
01/02/2002,2.7969,2.7969,2.6733,2.7969,108900
04/02/2002,2.7229,2.8983,2.7229,2.8529,41400
05/02/2002,2.8138,2.8138,2.7441,2.7673,36000
06/02/2002,2.7377,2.7377,2.7377,2.7377,9000
07/02/2002,2.7325,2.7599,2.7261,2.7599,43200
08/02/2002,2.7472,2.7472,2.6944,2.706,63000
11/02/2002,2.7462,2.8128,2.705,2.8128,127800
12/02/2002,2.7472,2.7472,2.7472,2.7472,108900
13/02/2002,2.8001,2.9057,2.8001,2.8106,226800
14/02/2002,2.8001,2.854,2.7948,2.8529,346500
15/02/2002,2.8529,2.8529,2.8212,2.8529,178200
19/02/2002,2.8529,2.8529,2.7895,2.8318,284400
20/02/2002,2.8423,2.8423,2.8022,2.8423,66600
21/02/2002,2.8423,2.8423,2.8022,2.8033,27900
22/02/2002,2.8022,2.8423,2.8022,2.8423,2700
25/02/2002,2.8022,2.8423,2.7959,2.7959,145800
26/02/2002,2.8423,2.8423,2.7737,2.7737,90000
27/02/2002,2.7789,2.7895,2.7726,2.7895,46800
28/02/2002,2.7631,2.8423,2.7578,2.8423,84600
01/03/2002,2.8423,2.8423,2.8011,2.8011,13500
04/03/2002,2.8001,2.8423,2.8001,2.8096,123300
